61.6 57900
61.6 57400
61.675 37900
61.675 37400
61.675 58900
61.675 58400
61.75 36900
61.75 36400
61.75 59900
61.75 59400
61.8 35900
61.8 35400
61.8 60900
61.8 60400
61.875 34900
61.875 34400
61.875 61900
61.875 61400
61.925 33900
61.925 33400
61.925 62900
61.925 62400
62 32900
62 32400
62.05 31900
62.05 31400
62.125 30900
62.125 30400
62.2 29900
62.2 29400
62.25 28900
62.25 28400
62.325 27900
62.325 27400
62.375 26900
62.375 26400
62.45 25900
62.45 25400
62.525 24900
62.525 24400
62.575 23900
62.575 23400
62.6 47401
62.6 48901
62.6 47901
62.6 48401
62.65 49401
62.65 22900
62.65 22400
62.725 21900
62.725 21400
62.775 20900
62.775 20400
62.85 19900
62.85 19400
62.925 18900
62.925 47201
62.925 18400
62.925 47701
62.925 48701
62.925 48201
62.975 49201
62.975 17900
62.975 17400
63 47301
63 48301
63 47501
63 47101
63 48601
63 48801
63 49001
63 48101
63 48501
63 47801
63 47601
63 48001
63.05 49101
63.05 49501
63.05 49301
63.05 16900
63.05 16400
63.1 15900
63.1 15400
63.175 14900
63.175 14400
63.25 13900
63.25 13400
63.75 17600
63.75 17100
63.75 18600
63.75 18100
63.825 16600
63.825 16100
63.825 19600
63.825 19100
63.875 15600
63.875 15100
63.875 20600
63.875 20100
63.875 29401
63.95 28401
63.95 14600
63.95 14100
63.95 21600
63.95 21100
63.95 28901
64 0
64 13600
64 13100
64 22600
64 22100
64.025 27901
64.025 27401
64.075 23600
64.075 23100
64.125 24600
64.125 24100
64.2 25600
64.2 25100
64.25 29201
64.25 26600
64.25 26100
64.3 28701
64.3 28201
64.325 29301
64.325 29101
64.325 29501
64.325 27600
64.325 27100
64.375 37800
64.375 37300
64.375 27701
64.375 38800
64.375 38300
64.375 27201
64.375 28501
64.375 28600
64.375 28301
64.375 28100
64.375 28101
64.375 28601
64.375 29001
64.375 28801
64.425 36800
64.425 36300
64.425 39800
64.425 39300
64.45 29600
64.45 29100
64.45 27301
64.45 27601
64.45 27801
64.45 28001
64.45 27101
64.45 27501
64.475 35800
64.475 35300
64.475 40800
64.475 40300
64.5 30600
64.5 30100
64.55 34800
64.55 34300
64.55 41800
64.55 41300
64.575 31600
64.575 31100
64.6 2
64.6 33800
64.6 33300
64.6 42800
64.6 42300
64.65 32600
64.65 32100
64.675 32800
64.675 32300
64.675 43800
64.675 43300
64.7 33600
64.7 33100
64.725 31800
64.725 31300
64.725 44800
64.725 44300
64.775 34600
64.775 34100
64.8 30800
64.8 30300
64.8 45800
64.8 45300
64.825 17601
64.825 35600
64.825 35100
64.825 18601
64.825 17101
64.825 18101
64.85 29800
64.85 29300
64.85 46800
64.85 46300
64.875 17501
64.875 18001
64.875 19001
64.875 18501
64.9 19101
64.9 36600
64.9 36100
64.925 28800
64.925 28300
64.925 47800
64.925 47300
64.95 19501
64.975 37600
64.975 27800
64.975 37100
64.975 27300
64.975 48800
64.975 48300
65 17701
65 17901
65 17801
65 17201
65 18901
65 17301
65 18801
65 17401
65 18701
65 18201
65 18301
65 18401
65.025 38600
65.025 38100
65.05 26800
65.05 26300
65.05 49800
65.05 49300
65.075 19301
65.075 19401
65.075 19201
65.1 39600
65.1 39100
65.125 25800
65.125 25300
65.125 50800
65.125 50300
65.15 40600
65.15 40100
65.175 24800
65.175 24300
65.175 51800
65.175 51300
65.225 41600
65.225 41100
65.25 23800
65.25 23300
65.25 52800
65.25 52300
65.3 22800
65.3 22300
65.3 53800
65.3 53300
65.3 42600
65.3 42100
65.35 43600
65.35 43100
65.375 21800
65.375 21300
65.375 54800
65.375 54300
65.425 44600
65.425 44100
65.45 20800
65.45 20300
65.45 55800
65.45 55300
65.475 45600
65.475 45100
65.5 19800
65.5 19300
65.5 56800
65.5 56300
65.55 46600
65.55 46100
65.575 18800
65.575 18300
65.575 57800
65.575 57300
65.625 47600
65.625 47100
65.625 17800
65.625 17300
65.625 58800
65.625 58300
65.675 48600
65.675 48100
65.7 16800
65.7 16300
65.7 59800
65.7 59300
65.75 49600
65.75 49100
65.775 15800
65.775 15300
65.775 60800
65.775 60300
65.825 14800
65.825 14300
65.825 61800
65.825 61300
65.825 50600
65.825 50100
65.875 51600
65.875 51100
65.9 13800
65.9 13300
65.9 62800
65.9 62300
65.95 52600
65.95 52100
66.025 53600
66.025 53100
66.075 54600
66.075 54100
66.15 55600
66.15 55100
66.2 56600
66.2 56100
66.275 57600
66.275 57100
66.35 58600
66.35 58100
66.4 59600
66.4 59100
66.475 60600
66.475 60100
66.55 61600
66.55 61100
66.6 62600
66.6 62100
67.6 57601
67.6 57101
67.675 58601
67.675 58101
67.725 59101
67.85 57501
67.85 58001
67.95 58501
67.95 57701
67.95 57901
67.95 57801
67.95 57401
67.95 57301
67.95 57201
67.95 59001
68 59501
68.05 58901
68.05 58701
68.05 58801
68.05 58401
68.05 58301
68.05 58201
68.1 59401
68.1 59201
68.1 59301
71.075 13
71.075 16
71.075 14
71.075 15
71.175 17
71.275 75
71.275 76
71.325 74
71.325 73
71.325 77
74.975 93
74.975 94
75.075 96
75.075 95
75.125 97
130.4 27700
130.4 27200
130.4 28700
130.4 28200
130.45 26700
130.45 26200
130.45 29700
130.45 29200
130.525 25700
130.525 25200
130.525 30700
130.525 30200
130.575 24700
130.575 24200
130.575 31700
130.575 31200
130.625 1
130.65 23700
130.65 23200
130.65 32700
130.65 32200
130.7 22700
130.7 22200
130.7 33700
130.7 33200
130.775 21700
130.775 21200
130.775 34700
130.775 34200
130.825 20700
130.825 20200
130.825 35700
130.825 35200
130.9 19700
130.9 19200
130.9 36700
130.9 36200
130.95 18700
130.95 18200
130.95 37700
130.95 37200
131.025 17700
131.025 17200
131.025 38700
131.025 38200
131.075 16700
131.075 16200
131.075 39700
131.075 39200
131.15 15700
131.15 15200
131.15 40700
131.15 40200
131.225 14700
131.225 14200
131.225 41700
131.225 41200
131.275 13700
131.275 13200
131.275 42700
131.275 42200
131.35 43700
131.35 43200
131.4 44700
131.4 44200
131.475 45700
131.475 45200
131.55 46700
131.55 46200
131.6 47700
131.6 47200
131.675 48700
131.675 48200
131.725 49700
131.725 49200
131.8 50700
131.8 50200
131.875 51700
131.875 51200
131.925 52700
131.925 52200
132 53700
132 53200
132.05 54700
132.05 54200
132.125 55700
132.125 55200
132.2 56700
132.2 56200
132.25 57700
132.25 57200
132.325 58700
132.325 58200
132.4 59700
132.4 59200
132.45 60700
132.45 60200
132.525 61700
132.525 61200
132.575 62700
132.575 62200
141.2 37800
141.2 37300
141.2 38800
141.2 38300
141.25 36800
141.25 36300
141.25 39800
141.25 39300
141.3 35800
141.3 35300
141.3 40800
141.3 40300
141.375 34800
141.375 34300
141.375 41800
141.375 41300
141.425 2
141.45 33800
141.45 33300
141.45 42800
141.45 42300
141.5 32800
141.5 32300
141.5 43800
141.5 43300
141.55 31800
141.55 31300
141.55 44800
141.55 44300
141.625 30800
141.625 30300
141.625 45800
141.625 45300
141.675 29800
141.675 29300
141.675 46800
141.675 46300
141.75 28800
141.75 28300
141.75 47800
141.75 47300
141.825 27800
141.825 27300
141.825 48800
141.825 48300
141.875 26800
141.875 26300
141.875 49800
141.875 49300
141.95 25800
141.95 25300
141.95 50800
141.95 50300
142 24800
142 24300
142 51800
142 51300
142.075 23800
142.075 23300
142.075 52800
142.075 52300
142.125 22800
142.125 22300
142.125 53800
142.125 53300
142.2 21800
142.2 21300
142.2 54800
142.2 54300
142.275 20800
142.275 20300
142.275 55800
142.275 55300
142.325 19800
142.325 19300
142.325 56800
142.325 56300
142.4 18800
142.4 18300
142.4 57800
142.4 57300
142.45 17800
142.45 17300
142.45 58800
142.45 58300
142.525 16800
142.525 16300
142.525 59800
142.525 59300
142.6 15800
142.6 15300
142.6 60800
142.6 60300
142.65 14800
142.65 14300
142.65 61800
142.65 61300
142.725 13800
142.725 13300
142.725 62800
142.725 62300
148.575 58000
148.575 57500
148.575 59000
148.575 58500
148.65 57000
148.65 56500
148.65 60000
148.65 59500
148.7 56000
148.7 55500
148.7 61000
148.7 60500
148.775 55000
148.775 54500
148.775 62000
148.775 61500
148.825 4
148.825 54000
148.825 53500
148.825 63000
148.825 62500
148.9 53000
148.9 52500
148.95 52000
148.95 51500
149.025 51000
149.025 50500
149.075 50000
149.075 49500
149.15 49000
149.15 48500
149.2 48000
149.2 47500
149.275 47000
149.275 46500
149.325 46000
149.325 45500
149.4 45000
149.4 44500
149.475 44000
149.475 43500
149.525 43000
149.525 42500
149.6 42000
149.6 41500
149.65 41000
149.65 40500
149.725 40000
149.725 39500
149.775 39000
149.775 38500
149.85 38000
149.85 37500
149.925 37000
149.925 36500
149.975 36000
149.975 35500
150.05 35000
150.05 34500
150.125 34000
150.125 33500
150.175 33000
150.175 32500
150.25 32000
150.25 31500
150.3 31000
150.3 30500
150.375 30000
150.375 29500
150.45 29000
150.45 28500
150.5 28000
150.5 27500
150.575 27000
150.575 26500
150.625 26000
150.625 25500
150.7 25000
150.7 24500
150.775 24000
150.775 23500
150.825 23000
150.825 22500
150.9 22000
150.9 21500
150.975 21000
150.975 20500
151.025 20000
151.025 19500
151.1 19000
151.1 18500
151.175 18000
151.175 17500
151.225 17000
151.225 16500
151.3 16000
151.3 15500
151.35 15000
151.35 14500
151.425 14000
151.425 13500
